movieId,title,avg_rating,num_ratings,rating_std,genres,genre_vec,popularity,movie_idx
3747,Jesus' Son (1999),3.7771,83,0.8223,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012000585394407726,3315
3749,"Time Regained (Temps retrouvé, Le) (1999)",3.5333,15,1.2579,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0020488804331915632,3316
3751,Chicken Run (2000),3.5897,1617,0.9346,Animation|Children|Comedy,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2364993414312547,3317
3752,"Me, Myself & Irene (2000)",3.0362,814,1.0566,Adventure|Comedy,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11898141372748149,3318
3753,"Patriot, The (2000)",3.424,1283,1.0553,Action|Drama|War,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.18761890823939883,3319
3754,"Adventures of Rocky and Bullwinkle, The (2000)",2.2432,146,1.1169,Adventure|Animation|Children|Comedy|Fantasy,"[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02122054734376976,3320
3755,"Perfect Storm, The (2000)",3.0155,1034,0.9945,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.1511781062490632,3321
3756,"Golden Bowl, The (2000)",2.9231,26,0.9476,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003658715059270648,3322
3757,Asylum (1972),3.5556,9,1.1653,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011707888189666075,3323
3758,Communion (1989),3.1122,49,0.9597,Drama|Sci-Fi|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0.007024732913799645,3324
3759,Fun and Fancy Free (1947),2.881,21,1.034,Animation|Children|Musical,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.0029269720474165185,3325
3760,"Kentucky Fried Movie, The (1977)",3.447,151,0.9785,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02195229035562389,3326
3761,"Bound by Honor (a.k.a. Blood In, Blood Out) (1993)",3.569,29,1.0399,Action|Crime|Drama|Thriller,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.0040977608663831265,3327
3763,F/X (1986),3.3761,335,0.8778,Action|Crime|Thriller,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.04888043319185586,3328
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),2.7549,102,0.9745,Action|Crime|Thriller,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.014781208839453419,3329
3765,"Hot Spot, The (1990)",2.7206,34,0.7877,Crime|Drama|Romance,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.004829503878237256,3330
3766,Missing in Action (1984),2.5,91,0.8353,Action|War,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.013171374213374333,3331
3767,Missing in Action 2: The Beginning (1985),1.7717,46,0.7988,Action|War,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.006585687106687167,3332
3768,Braddock: Missing in Action III (1988),1.9634,41,0.8653,Action|War,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.005853944094833037,3333
3769,Thunderbolt and Lightfoot (1974),3.5172,58,0.8904,Action,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008341870335137077,3334
3770,Dreamscape (1984),3.3252,123,0.8039,Horror|Sci-Fi|Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0.017854529489240763,3335
3771,The Golden Voyage of Sinbad (1973),3.5,63,0.8729,Action|Adventure|Fantasy,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009073613346991208,3336
3773,House Party (1990),2.7708,72,1.0539,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010390750768328641,3337
3774,House Party 2 (1991),1.9655,29,0.8899,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0040977608663831265,3338
3775,Make Mine Music (1946),3.25,18,1.0704,Animation|Children|Musical,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.0024879262403040407,3339
3776,Melody Time (1948),3.3929,14,0.89,Animation|Children|Musical,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.0019025318308207371,3340
3777,Nekromantik (1987),3.8,10,0.6782,Comedy|Horror,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0013171374213374334,3341
3780,Rocketship X-M (1950),2.1176,17,1.1184,Sci-Fi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.002341577637933215,3342
3781,Shaft in Africa (1973),2.7143,7,0.8806,Action|Crime,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0008780916142249556,3343
3782,Shaft's Big Score! (1972),2.6875,16,1.3679,Action|Crime,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002195229035562389,3344
3783,Croupier (1998),3.9055,201,0.7421,Crime|Drama,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.029269720474165185,3345
3784,"Kid, The (2000)",3.1397,136,0.9348,Comedy|Fantasy,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0197570613200615,3346
3785,Scary Movie (2000),2.7905,871,1.1777,Comedy|Horror,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.12732328406261856,3347
3786,But I'm a Cheerleader (1999),3.3836,189,1.0714,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027513537245715276,3348
3787,Shower (Xizao) (1999),4.1279,43,0.7708,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006146641299574689,3349
3788,Blow-Up (Blowup) (1966),3.8853,170,0.961,Drama|Mystery,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.02473291380066958,3350
3789,"Pawnbroker, The (1964)",4.2018,57,0.8422,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008195521732766253,3351
3790,Groove (2000),3.3333,30,0.711,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004244109468753952,3352
3791,Footloose (1984),3.072,354,0.9439,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.051661056636901556,3353
3792,Duel in the Sun (1946),3.3929,28,1.2053,Western,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.0039514122640123,3354
3793,X-Men (2000),3.5858,2721,0.8628,Action|Adventure|Sci-Fi,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.39806819844864655,3355
3794,Chuck & Buck (2000),3.2683,82,1.1158,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0118542367920369,3356
3795,"Five Senses, The (1999)",3.6786,28,1.0956,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0039514122640123,3357
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",2.7,15,1.2884,Romance|Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.0020488804331915632,3358
3797,"In Crowd, The (2000)",2.4333,30,1.116,Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.004244109468753952,3359
3798,What Lies Beneath (2000),3.2008,635,0.9599,Drama|Horror|Mystery,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0.09278501390310365,3360
3799,Pokémon the Movie 2000 (2000),1.7719,114,1.2033,Animation|Children,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01653739206790333,3361
3801,Anatomy of a Murder (1959),4.0779,154,0.6888,Drama|Mystery,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.022391336162736367,3362
3802,Freejack (1992),2.5829,175,0.9886,Action|Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.025464656812523714,3363
3804,H.O.T.S. (1979),2.3182,22,1.2572,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0030733206497873446,3364
3805,Knightriders (1981),3.0385,13,1.1,Action|Adventure|Drama,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0017561832284499113,3365
3806,Mackenna's Gold (1969),3.3235,17,0.6847,Western,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.002341577637933215,3366
3807,Sinbad and the Eye of the Tiger (1977),3.0349,43,1.0252,Adventure|Fantasy,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006146641299574689,3367
3808,"Two Women (Ciociara, La) (1960)",3.9167,36,0.9682,Drama|War,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.0051222010829789074,3368
3809,What About Bob? (1991),3.3131,559,0.9661,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.08166252012292087,3369
3810,White Sands (1992),3.1364,33,0.8728,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.00468315527586643,3370
3811,Breaker Morant (1980),4.0211,166,0.811,Drama|War,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.024147519391186277,3371
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3.5236,212,0.9069,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03087955510024427,3372
3813,Interiors (1978),3.6121,58,0.9561,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008341870335137077,3373
3814,Love and Death (1975),3.9031,196,0.7394,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028537977462311057,3374
3816,"Official Story, The (La historia oficial) (1985)",4.129,31,0.7067,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004390458071124778,3375
3817,"Other Side of Sunday, The (Søndagsengler) (1996)",2.875,4,1.4307,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0004390458071124778,3376
3819,Tampopo (1985),4.0659,167,0.9262,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024293867993557105,3377
3820,Thomas and the Magic Railroad (2000),1.9286,21,1.4416,Children,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0029269720474165185,3378
3821,Nutty Professor II: The Klumps (2000),2.2143,273,1.1566,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03980681984486465,3379
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",3.963,54,0.907,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.007756475925653775,3380
3823,Wonderland (1999),3.5417,48,0.8529,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006878384311428819,3381
3824,Autumn in New York (2000),2.3733,146,1.136,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.02122054734376976,3382
3825,Coyote Ugly (2000),2.6987,448,1.0777,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.06541782525975919,3383
3826,Hollow Man (2000),2.5733,750,0.9588,Horror|Sci-Fi|Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0.10961510317574862,3384
3827,Space Cowboys (2000),3.1146,541,0.9073,Action|Adventure|Comedy|Sci-Fi,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.079028245280246,3385
3830,Psycho Beach Party (2000),2.8333,30,1.2737,Comedy|Horror|Thriller,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.004244109468753952,3386
3831,Saving Grace (2000),3.6056,161,0.7909,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02341577637933215,3387
3832,"Black Sabbath (Tre volti della paura, I) (1963)",3.3,20,1.1113,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.002780623445045693,3388
3833,"Brain That Wouldn't Die, The (1962)",2.4079,38,1.1405,Horror|Sci-Fi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0.00541489828772056,3389
3834,Bronco Billy (1980),2.8364,55,0.826,Adventure|Drama|Romance,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0079028245280246,3390
3835,"Crush, The (1993)",2.6914,81,0.9512,Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.011707888189666074,3391
3836,Kelly's Heroes (1970),3.7453,212,0.8474,Action|Comedy|War,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.03087955510024427,3392
3837,Phantasm II (1988),2.7019,52,1.0297,Action|Fantasy|Horror|Sci-Fi|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0.0074637787209121224,3393
3838,Phantasm III: Lord of the Dead (1994),2.8333,15,1.325,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0020488804331915632,3394
3839,Phantasm IV: Oblivion (1998),2.7632,19,1.1282,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0026342748426748668,3395
3840,Pumpkinhead (1988),2.46,50,1.1655,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.00717108151617047,3396
3841,Air America (1990),2.7094,160,0.856,Action|Comedy,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.023269427776961324,3397
3843,Sleepaway Camp (1983),3.119,21,1.09,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0029269720474165185,3398
3844,Steel Magnolias (1989),3.5176,312,1.0457,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.04551441533732686,3399
3845,And God Created Woman (Et Dieu... créa la femme) (1956),2.8684,19,1.223,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0026342748426748668,3400
3846,Easy Money (1983),3.0638,47,0.8606,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006732035709057993,3401
3847,"Ilsa, She Wolf of the SS (1974)",2.1818,11,0.9599,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0014634860237082593,3402
3848,Silent Fall (1994),3.0,8,0.866,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.0010244402165957816,3403
3849,"Spiral Staircase, The (1946)",3.5435,23,1.2151,Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.0032196692521581703,3404
3851,I'm the One That I Want (2000),3.8125,32,0.8817,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004536806673495604,3405
3852,"Tao of Steve, The (2000)",3.3977,171,0.9333,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02487926240304041,3406
3853,"Tic Code, The (1998)",3.2,5,1.5033,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0005853944094833038,3407
3854,Aimée & Jaguar (1999),3.7564,39,0.8906,Drama|Romance|War,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0.005561246890091386,3408
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",3.4028,36,1.1415,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0051222010829789074,3409
3857,Bless the Child (2000),2.5786,70,0.897,Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.010098053563586989,3410
3858,Cecil B. DeMented (2000),2.7039,76,1.1703,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010976145177811945,3411
3859,"Eyes of Tammy Faye, The (2000)",3.6351,37,1.0244,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0052685496853497335,3412
3860,"Opportunists, The (2000)",3.0,3,0.8165,Comedy|Crime|Drama,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0002926972047416519,3413
3861,"Replacements, The (2000)",3.1531,258,0.9026,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.037611590809302264,3414
3862,About Adam (2000),3.2391,23,0.954,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0032196692521581703,3415
3863,"Cell, The (2000)",2.9952,830,1.0763,Drama|Horror|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.1213229913654147,3416
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),2.5512,127,1.1702,Action|Adventure|Sci-Fi,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.018439923898724068,3417
3865,"Original Kings of Comedy, The (2000)",3.1149,87,1.149,Comedy|Documentary,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01258597980389103,3418
3867,All the Rage (It's the Rage) (1999),2.3333,9,0.6667,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011707888189666075,3419
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",3.571,747,1.0379,Action|Comedy|Crime|Romance,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.10917605736863614,3420
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.1088,487,1.0271,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0711254207522214,3421
3870,Our Town (1940),3.625,24,1.0232,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0033660178545289964,3422
3871,Shane (1953),3.852,152,0.8845,Drama|Western,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.022098638957994715,3423
3872,"Suddenly, Last Summer (1959)",3.8913,46,0.9493,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006585687106687167,3424
3873,Cat Ballou (1965),3.6756,131,0.9469,Comedy|Western,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.019025318308207372,3425
3874,"Couch in New York, A (1996)",3.7,5,1.077,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0005853944094833038,3426
3875,"Devil Rides Out, The (1968)",3.5,15,0.7528,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0020488804331915632,3427
3876,Jerry and Tom (1998),3.5,6,1.0,Comedy|Crime|Drama,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0007317430118541296,3428
3877,Supergirl (1984),2.2672,116,0.9792,Action|Adventure|Fantasy,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016830089272644982,3429
3878,X: The Unknown (1956),3.5714,7,1.3997,Horror|Sci-Fi,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0.0008780916142249556,3430
3879,"Art of War, The (2000)",2.9803,152,0.9782,Action|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.022098638957994715,3431
3880,"Ballad of Ramblin' Jack, The (2000)",3.2857,14,1.0127,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0019025318308207371,3432
3881,Phish: Bittersweet Motel (2000),4.3125,8,0.6585,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010244402165957816,3433
3882,Bring It On (2000),3.0615,496,1.0462,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07244255817355884,3434
3883,Catfish in Black Bean Sauce (2000),2.8889,9,1.0999,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011707888189666075,3435
3884,"Crew, The (2000)",2.7143,21,0.9707,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0029269720474165185,3436
3885,Love & Sex (2000),3.2368,19,1.2499,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0026342748426748668,3437
3886,Steal This Movie! (2000),3.2941,17,0.9861,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002341577637933215,3438
3888,Skipped Parts (2000),3.3,5,0.7483,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0005853944094833038,3439
3889,Highlander: Endgame (Highlander IV) (2000),2.443,114,1.2315,Action|Adventure|Fantasy,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01653739206790333,3440
3892,Anatomy (Anatomie) (2000),3.1136,22,0.9526,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0030733206497873446,3441
3893,Nurse Betty (2000),3.2618,424,0.9724,Comedy|Crime|Drama|Romance|Thriller,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.061905458802859366,3442
