movie_idx,movieId,title,genres,avg_rating,popularity
2549,2871,Deliverance (1972),Adventure|Drama|Thriller,3.8233,0.1236645690033479
2550,2872,Excalibur (1981),Adventure|Fantasy,3.6263,0.098346260793195
2551,2873,Lulu on the Bridge (1998),Drama|Mystery|Romance,2.5294,0.0023415776379332
2552,2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,3.4054,0.0052685496853497
2553,2875,Sommersby (1993),Drama|Mystery|Romance,3.1429,0.0305868578955026
2554,2876,Thumbelina (1994),Animation|Children|Fantasy,2.7453,0.0076101273232829
2555,2877,Tommy (1975),Drama|Musical,2.9747,0.0259037026196361
2556,2878,Hell Night (1981),Horror,1.9444,0.002487926240304
2557,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,3.4766,0.0155129518513075
2558,2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,3.266,0.0067320357090579
2559,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,3.215,0.1159080930776941
2560,2882,Jakob the Liar (1999),Drama,2.6645,0.0109761451778119
2561,2883,Mumford (1999),Comedy|Drama,3.3895,0.0263427484267486
2562,2884,Dog Park (1998),Comedy|Romance,2.7333,0.0042441094687539
2563,2885,Guinevere (1999),Drama|Romance,3.1383,0.0067320357090579
2564,2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,2.1585,0.005853944094833
2565,2887,Simon Sez (1999),Action|Comedy,1.4333,0.0020488804331915
2566,2888,Drive Me Crazy (1999),Comedy|Romance,2.636,0.0165373920679033
2567,2889,"Mystery, Alaska (1999)",Children|Comedy,3.2198,0.0301478120883901
2568,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,3.5759,0.1781062490852951
2569,2891,"Happy, Texas (1999)",Comedy,3.378,0.0178545294892407
2570,2892,New Rose Hotel (1998),Action|Drama,2.5938,0.0021952290355623
2571,2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,3.0952,0.0090736133469912
2572,2894,Romance (1999),Drama|Romance,3.0,0.0060002926972038
2573,2896,Alvarez Kelly (1966),Western,2.8571,0.0008780916142249
2574,2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,3.3889,0.002487926240304
2575,2898,"Dark Half, The (1993)",Horror|Mystery,2.726,0.0105370993706994
2576,2899,Gulliver's Travels (1939),Adventure|Animation|Children,3.4744,0.0112688423825535
2577,2900,Monkey Shines (1988),Horror|Sci-Fi,2.5976,0.0118542367920369
2578,2901,Phantasm (1979),Horror|Sci-Fi,3.264,0.0286843260646818
2579,2902,Psycho II (1983),Horror|Mystery|Thriller,2.6607,0.0162446948631616
2580,2903,Psycho III (1986),Horror|Thriller,2.0329,0.0109761451778119
2581,2904,Rain (1932),Drama,3.9286,0.0008780916142249
2582,2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,4.0792,0.0174154836821282
2583,2906,Random Hearts (1999),Drama|Romance,2.3989,0.0266354456314903
2584,2907,Superstar (1999),Comedy,2.2467,0.0220986389579947
2585,2908,Boys Don't Cry (1999),Drama,3.8513,0.1204448997511897
2586,2910,"Ennui, L' (1998)",Drama|Romance,3.1111,0.0011707888189666
2587,2911,"Grandfather, The (Abuelo, El) (1998)",Drama,2.6364,0.0014634860237082
2588,2912,"Limey, The (1999)",Crime|Drama|Thriller,3.5972,0.0472705985657767
2589,2913,"Mating Habits of the Earthbound Human, The (1999)",Comedy|Sci-Fi,3.1154,0.0017561832284499
2590,2914,Molly (1999),Comedy|Drama,2.3929,0.0019025318308207
2591,2915,Risky Business (1983),Comedy,3.4929,0.1129811210302776
2592,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,3.555,0.3124542660617133
2593,2917,Body Heat (1981),Crime|Thriller,4.0025,0.0585394409483303
2594,2918,Ferris Bueller's Day Off (1986),Comedy,3.9697,0.3398214547050578
2595,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,3.9864,0.0430264890970228
2596,2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,4.0402,0.012585979803891
2597,2921,High Plains Drifter (1973),Western,3.8266,0.036148104785594
2598,2922,Hang 'Em High (1968),Crime|Drama|Western,3.5971,0.0247329138006695
2599,2923,Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,2.5909,0.0014634860237082
2600,2924,Drunken Master (Jui kuen) (1978),Action|Comedy,3.8177,0.0295624176789068
2601,2925,"Conformist, The (Conformista, Il) (1970)",Drama,3.9405,0.0121469339967785
2602,2926,Hairspray (1988),Comedy|Drama,3.3614,0.0468315527586643
2603,2927,Brief Encounter (1946),Drama|Romance,3.95,0.0130250256110035
2604,2928,"Razor's Edge, The (1984)",Drama,3.23,0.0071710815161704
2605,2929,Reds (1981),Drama|Romance,3.6504,0.0178545294892407
2606,2930,Return with Honor (1998),Documentary,3.5833,0.001609834626079
2607,2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,4.0735,0.0048295038782372
2608,2932,Days of Heaven (1978),Drama,4.0654,0.0188789697058365
2609,2933,"Fire Within, The (Feu follet, Le) (1963)",Drama,3.5455,0.0014634860237082
2610,2935,"Lady Eve, The (1941)",Comedy|Romance,4.15,0.021805941753253
2611,2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,4.0123,0.0235621249817029
2612,2937,"Palm Beach Story, The (1942)",Comedy,4.1042,0.0103907507683286
2613,2938,Man Facing Southeast (Hombre mirando al sudeste) (1986),Drama|Sci-Fi,3.9833,0.0042441094687539
2614,2939,Niagara (1953),Drama|Thriller,3.6316,0.0081955217327662
2615,2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,3.8584,0.0163910434655325
2616,2941,South Pacific (1958),Musical|Romance|War,3.5179,0.0324893897263233
2617,2942,Flashdance (1983),Drama|Romance,2.9084,0.0573686521293637
2618,2943,Indochine (1992),Drama|Romance,3.7129,0.0146348602370825
2619,2944,"Dirty Dozen, The (1967)",Action|Drama|War,3.8575,0.1036148104785447
2620,2945,Mike's Murder (1984),Mystery,2.5357,0.0019025318308207
2621,2946,Help! (1965),Comedy|Musical,3.7044,0.0295624176789068
2622,2947,Goldfinger (1964),Action|Adventure|Thriller,3.7587,0.1599590223913127
2623,2948,From Russia with Love (1963),Action|Adventure|Thriller,3.7087,0.1096151031757486
2624,2949,Dr. No (1962),Action|Adventure|Thriller,3.7423,0.1043465534903988
2625,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,2.503,0.0491731303965975
2626,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,3.9579,0.0919069222888786
2627,2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,3.6911,0.0278062344504569
2628,2953,Home Alone 2: Lost in New York (1992),Children|Comedy,2.4718,0.098346260793195
2629,2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,3.1667,0.011707888189666
2630,2959,Fight Club (1999),Action|Crime|Drama|Thriller,4.2169,0.5883213815307202
2631,2960,Beefcake (1999),Drama,3.5,0.0004390458071124
2632,2961,"Story of Us, The (1999)",Comedy|Drama,2.7976,0.0298551148836484
2633,2962,Fever Pitch (1997),Comedy|Romance,3.4314,0.0073174301185412
2634,2963,Joe the King (1999),Crime|Drama,3.2895,0.0026342748426748
2635,2964,Julien Donkey-Boy (1999),Drama,2.9808,0.0036587150592706
2636,2965,"Omega Code, The (1999)",Action,1.8778,0.0064393385043163
2637,2966,"Straight Story, The (1999)",Adventure|Drama,3.9393,0.0504902678179349
2638,2967,"Bad Seed, The (1956)",Drama|Thriller,3.637,0.0105370993706994
2639,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,3.5735,0.1331772281574516
2640,2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,3.9706,0.0073174301185412
2641,2970,Fitzcarraldo (1982),Adventure|Drama,3.8647,0.019318015512949
2642,2971,All That Jazz (1979),Drama|Fantasy|Musical,3.6916,0.0330747841358066
2643,2972,Red Sorghum (Hong gao liang) (1987),Drama|War,3.5,0.0067320357090579
2644,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,4.0405,0.0559051661056555
2645,2974,Bats (1999),Horror|Thriller,1.9692,0.0093663105517328
2646,2975,"Best Man, The (1999)",Comedy|Drama,3.2544,0.0081955217327662
2647,2976,Bringing Out the Dead (1999),Drama,3.1218,0.052100102444014
2648,2977,Crazy in Alabama (1999),Comedy|Drama,2.8095,0.0060002926972038
2649,2978,Three to Tango (1999),Comedy|Romance,2.7785,0.0114151909849244
2650,2979,Body Shots (1999),Drama,2.7586,0.0040977608663831
2651,2981,"Brother, Can You Spare a Dime? (1975)",Documentary,2.3333,0.0007317430118541
2652,2982,"Guardian, The (1990)",Horror|Thriller,2.375,0.0021952290355623
2653,2983,"Ipcress File, The (1965)",Thriller,3.6897,0.008341870335137
2654,2984,On Any Sunday (1971),Documentary,3.3529,0.0023415776379332
2655,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,3.3081,0.2069369237523478
2656,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,2.451,0.0744914386067504
2657,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.5456,0.3270891262987959
2658,2988,Melvin and Howard (1980),Drama,3.6286,0.0100980535635869
2659,2989,For Your Eyes Only (1981),Action|Adventure|Thriller,3.4199,0.0564905605151388
2660,2990,Licence to Kill (1989),Action|Adventure|Thriller,3.1247,0.0614664129957468
2661,2991,Live and Let Die (1973),Action|Adventure|Thriller,3.4618,0.0744914386067504
2662,2992,Rawhead Rex (1986),Horror|Thriller,2.1316,0.0026342748426748
2663,2993,Thunderball (1965),Action|Adventure|Thriller,3.6229,0.0617591102004885
2664,2994,"City, The (Ciudad, La) (1998)",Drama,3.1,0.0005853944094833
2665,2995,House on Haunted Hill (1999),Horror|Thriller,2.4744,0.0456607639396976
2666,2996,Music of the Heart (1999),Drama,3.2658,0.0114151909849244
2667,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,3.9425,0.3916288599443301
2668,2998,Dreaming of Joseph Lees (1999),Drama|Romance,3.85,0.0013171374213374
2669,2999,Man of the Century (1999),Comedy,3.5556,0.0011707888189666
2670,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,4.1176,0.1355188057953848
2671,3001,"Suburbans, The (1999)",Drama,2.0,0.0004390458071124
2672,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,3.8205,0.0055612468900913
2673,3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,2.6818,0.0014634860237082
2674,3004,"Bachelor, The (1999)",Comedy|Romance,2.628,0.0238548221864446
2675,3005,"Bone Collector, The (1999)",Thriller,3.3137,0.0929313625054744
2676,3006,"Insider, The (1999)",Drama|Thriller,3.9483,0.128640421483956
2677,3007,American Movie (1999),Documentary,3.8788,0.0336601785452899
2678,3008,Last Night (1998),Drama|Sci-Fi,3.7843,0.0073174301185412
2679,3010,Rosetta (1999),Drama,3.52,0.0035123664568998
2680,3011,"They Shoot Horses, Don't They? (1969)",Drama,3.624,0.0175618322844991
2681,3012,Battling Butler (1926),Comedy,4.1429,0.0008780916142249
2682,3013,Bride of Re-Animator (1990),Comedy|Horror,2.95,0.0071710815161704
2683,3014,Bustin' Loose (1981),Comedy,2.8,0.0035123664568998
2684,3015,Coma (1978),Thriller,3.2857,0.0141958144299701
2685,3016,Creepshow (1982),Horror,3.1618,0.0400995170496063
2686,3017,Creepshow 2 (1987),Horror,2.7188,0.009219961949362
2687,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,3.422,0.0298551148836484
2688,3019,Drugstore Cowboy (1989),Crime|Drama,3.829,0.0563442119127679
2689,3020,Falling Down (1993),Action|Drama,3.5632,0.0971754719742284
2690,3021,"Funhouse, The (1981)",Horror,2.5,0.0035123664568998
2691,3022,"General, The (1926)",Comedy|War,4.088,0.0314649495097275
2692,3024,Piranha (1978),Horror|Sci-Fi,2.5556,0.0143421630323409
2693,3025,Rough Night in Jericho (1967),Western,2.1429,0.0008780916142249
2694,3026,Slaughterhouse (1987),Comedy|Horror,1.6111,0.0011707888189666
2695,3028,"Taming of the Shrew, The (1967)",Comedy,3.6893,0.0149275574418242
2696,3029,Nighthawks (1981),Action|Drama,2.9026,0.0111224937801827
2697,3030,Yojimbo (1961),Action|Adventure,4.2943,0.0567832577198804
2698,3031,Repossessed (1990),Comedy,2.125,0.0068783843114288
2699,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,3.4036,0.0241475193911862
2700,3033,Spaceballs (1987),Comedy|Sci-Fi,3.3939,0.168154544124079
2701,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,3.7286,0.0699546319332548
2702,3035,Mister Roberts (1955),Comedy|Drama|War,4.044,0.0364408019903356
2703,3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,3.4697,0.0143421630323409
2704,3037,Little Big Man (1970),Western,4.0037,0.0585394409483303
2705,3038,"Face in the Crowd, A (1957)",Drama,4.1579,0.0081955217327662
2706,3039,Trading Places (1983),Comedy,3.7522,0.133616273964564
2707,3040,Meatballs (1979),Comedy,3.1706,0.0311722523049859
2708,3041,Meatballs Part II (1984),Comedy,1.7614,0.0062929899019455
2709,3042,Meatballs III (1987),Comedy,1.4605,0.0054148982877205
2710,3043,Meatballs 4 (1992),Comedy,1.9286,0.0029269720474165
2711,3044,Dead Again (1991),Mystery|Romance|Thriller,3.6868,0.0542953314795764
2712,3045,Peter's Friends (1992),Comedy|Drama,3.1506,0.0120005853944077
2713,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,3.5152,0.0095126591541036
2714,3047,Experience Preferred... But Not Essential (1982),Drama,2.8889,0.0011707888189666
2715,3048,Under the Rainbow (1981),Comedy,2.3617,0.0067320357090579
2716,3049,How I Won the War (1967),Comedy|War,2.9762,0.0029269720474165
2717,3050,Light It Up (1999),Drama,3.1429,0.0019025318308207
2718,3051,Anywhere But Here (1999),Comedy|Drama,2.9364,0.01595199765842
2719,3052,Dogma (1999),Adventure|Comedy|Fantasy,3.6158,0.2373774330454796
2720,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,3.145,0.0381969852187855
2721,3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,2.0426,0.0204888043319156
2722,3055,Felicia's Journey (1999),Thriller,3.4621,0.0095126591541036
2723,3056,Oxygen (1999),Crime|Drama|Thriller,2.5,0.0010244402165957
2724,3057,Where's Marlowe? (1998),Comedy,2.7,0.0005853944094833
2725,3058,"Ape, The (1940)",Horror|Sci-Fi,1.625,0.0010244402165957
2726,3060,"Commitments, The (1991)",Comedy|Drama|Musical,3.7875,0.0749304844138628
2727,3061,Holiday Inn (1942),Comedy|Musical,3.9134,0.026050051222007
2728,3062,"Longest Day, The (1962)",Action|Drama|War,3.9176,0.0380506366164147
2729,3063,Poison Ivy (1992),Drama|Thriller,2.467,0.0153666032489367
2730,3064,Poison Ivy: New Seduction (1997),Drama|Thriller,2.0217,0.0065856871066871
2731,3066,Tora! Tora! Tora! (1970),Action|Drama|War,3.7805,0.0321966925215817
2732,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,3.8662,0.0414166544709437
2733,3068,"Verdict, The (1982)",Drama|Mystery,3.898,0.0357090589784815
2734,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,3.3036,0.0039514122640123
2735,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,3.3057,0.0589784867554428
2736,3071,Stand and Deliver (1988),Comedy|Drama,3.7451,0.0368798477974481
2737,3072,Moonstruck (1987),Comedy|Romance,3.677,0.1110785891994568
2738,3073,"Sandpiper, The (1965)",Drama|Romance,3.4,0.0020488804331915
2739,3074,Jeremiah Johnson (1972),Western,3.7067,0.021805941753253
2740,3075,Repulsion (1965),Drama|Horror,3.9159,0.0163910434655325
2741,3076,Irma la Douce (1963),Comedy,3.5982,0.0080491731303954
2742,3077,42 Up (1998),Documentary,4.0275,0.0158056490560492
2743,3078,Liberty Heights (1999),Drama,3.5692,0.0093663105517328
2744,3079,Mansfield Park (1999),Comedy|Drama|Romance,3.7204,0.0220986389579947
2745,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,3.5602,0.1930338065271194
2746,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,3.2022,0.1276159812673602
2747,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,3.9715,0.0639543392360509
2748,3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Children|Comedy|Fantasy,3.5476,0.0060002926972038
2749,3087,Scrooged (1988),Comedy|Fantasy|Romance,3.4391,0.0743450900043795
2750,3088,Harvey (1950),Comedy|Fantasy,3.9536,0.0471242499634059
2751,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,4.1451,0.0462461583491809
2752,3090,Matewan (1987),Drama,4.1096,0.0165373920679033
2753,3091,Kagemusha (1980),Drama|War,4.054,0.0201961071271739
2754,3092,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",Drama,3.9118,0.0023415776379332
2755,3093,McCabe & Mrs. Miller (1971),Drama|Western,3.7517,0.0210741987413989
2756,3094,Maurice (1987),Drama|Romance,3.7903,0.0089272647446203
2757,3095,"Grapes of Wrath, The (1940)",Drama,4.0134,0.0544416800819472
2758,3096,My Man Godfrey (1957),Comedy,3.7697,0.0109761451778119
2759,3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,3.9367,0.021805941753253
2760,3098,"Natural, The (1984)",Drama,3.7461,0.0753695302209753
2761,3099,Shampoo (1975),Comedy|Drama|Romance,3.1296,0.0196107127176906
2762,3100,"River Runs Through It, A (1992)",Drama,3.6925,0.0774184106541669
2763,3101,Fatal Attraction (1987),Drama|Thriller,3.4286,0.1402019610712512
2764,3102,Jagged Edge (1985),Crime|Romance|Thriller,3.5586,0.0210741987413989
2765,3103,Stanley & Iris (1990),Drama|Romance,3.2045,0.0062929899019455
2766,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,3.8352,0.0771257134494252
2767,3105,Awakenings (1990),Drama|Mystery,3.8003,0.1039075076832864
2768,3106,Come See the Paradise (1990),Drama|Romance,3.0,0.0014634860237082
2769,3107,Backdraft (1991),Action|Drama,3.3311,0.1189814137274814
2770,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.6451,0.1153226986682108
2771,3109,"River, The (1984)",Drama,3.2833,0.0042441094687539
2772,3110,Country (1984),Drama,3.6667,0.0020488804331915
2773,3111,Places in the Heart (1984),Drama,3.7944,0.0180008780916115
2774,3112,'night Mother (1986),Drama,3.473,0.0052685496853497
2775,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,2.667,0.0752231816186045
2776,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.8396,0.3437728669690701
2777,3115,Flawless (1999),Drama,2.9667,0.0086345675398787
2778,3117,Ride with the Devil (1999),Drama|Romance|War,3.3116,0.0099517049612161
2779,3118,Tumbleweeds (1999),Drama,3.7093,0.0061466412995746
2780,3119,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),Horror,3.5,0.0005853944094833
2781,3120,"Distinguished Gentleman, The (1992)",Comedy,2.9,0.0144885116347117
2782,3121,"Hitch-Hiker, The (1953)",Drama|Film-Noir,3.875,0.0010244402165957
2783,3122,Santa Fe Trail (1940),Drama|Romance|Western,3.3333,0.0011707888189666
2784,3124,Agnes Browne (1999),Comedy|Drama,3.1579,0.0026342748426748
2785,3125,"End of the Affair, The (1999)",Drama,3.5546,0.0172691350797574
2786,3126,"End of the Affair, The (1955)",Drama,3.2,0.0005853944094833
2787,3127,Holy Smoke (1999),Comedy|Drama,3.029,0.0099517049612161
2788,3128,"Map of the World, A (1999)",Drama,3.2174,0.0032196692521581
2789,3129,Sweet and Lowdown (1999),Comedy|Drama,3.774,0.0257573540172653
2790,3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,2.4189,0.0160983462607908
2791,3132,Daddy Long Legs (1919),Comedy|Drama,3.4375,0.0010244402165957
2792,3133,Go West (1925),Comedy|Western,3.4444,0.002487926240304
2793,3134,Grand Illusion (La grande illusion) (1937),Drama|War,4.2931,0.0253183082101528
2794,3135,"Great Santini, The (1979)",Drama,3.89,0.021805941753253
2795,3137,"Sea Wolves, The (1980)",Action|War,3.5556,0.002487926240304
2796,3138,Stealing Home (1988),Drama,2.8158,0.0054148982877205
2797,3139,Tarzan the Fearless (1933),Action|Adventure,2.7917,0.001609834626079
2798,3140,Three Ages (1923),Comedy,4.1111,0.0011707888189666
2799,3141,"Two Jakes, The (1990)",Drama,2.8491,0.0076101273232829
2800,3142,U2: Rattle and Hum (1988),Documentary|Musical,3.5185,0.0156593004536783
2801,3143,Hell in the Pacific (1968),Drama|War,3.0556,0.002487926240304
2802,3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,3.0357,0.0039514122640123
2803,3145,Cradle Will Rock (1999),Drama,3.225,0.0144885116347117
2804,3146,Deuce Bigalow: Male Gigolo (1999),Comedy,2.6005,0.0537099370700931
2805,3147,"Green Mile, The (1999)",Crime|Drama,4.0219,0.3200643933849963
2806,3148,"Cider House Rules, The (1999)",Drama,3.7333,0.1027367188643198
2807,3149,Diamonds (1999),Mystery,2.5625,0.0010244402165957
2808,3150,"War Zone, The (1999)",Drama|Thriller,3.5147,0.0048295038782372
2809,3152,"Last Picture Show, The (1971)",Drama,3.9823,0.041123957266202
2810,3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,3.5281,0.0232694277769613
2811,3155,Anna and the King (1999),Drama|Romance,3.3981,0.0472705985657767
2812,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,3.0619,0.0636616420313092
2813,3157,Stuart Little (1999),Children|Comedy|Fantasy,2.9167,0.0648324308502758
2814,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,3.7895,0.0054148982877205
2815,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,3.5216,0.0607346699838927
2816,3160,Magnolia (1999),Drama,3.844,0.1753256256402494
2817,3161,Onegin (1999),Drama|Romance,3.5,0.0023415776379332
2818,3162,Simpatico (1999),Comedy|Drama,2.875,0.0004390458071124
2819,3163,Topsy-Turvy (1999),Comedy|Drama|Musical,3.7038,0.0228303819698488
2820,3165,Boiling Point (1993),Action|Drama,2.6,0.0042441094687539
2821,3166,Brenda Starr (1989),Adventure,1.5,0.0008780916142249
2822,3167,Carnal Knowledge (1971),Comedy|Drama,3.6238,0.0146348602370825
2823,3168,Easy Rider (1969),Adventure|Drama,3.75,0.0794672910873584
2824,3169,"Falcon and the Snowman, The (1985)",Drama|Thriller,3.5891,0.0253183082101528
2825,3171,Room at the Top (1959),Drama,3.9688,0.0021952290355623
2826,3173,Any Given Sunday (1999),Drama,3.1102,0.0629298990194551
2827,3174,Man on the Moon (1999),Comedy|Drama,3.5582,0.1104931947899735
2828,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.616,0.2105956388116185
2829,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.4989,0.2057661349333812
2830,3177,Next Friday (2000),Comedy,2.812,0.0169764378750158
2831,3178,"Hurricane, The (1999)",Drama,3.7407,0.0667349626810966
2832,3179,Angela's Ashes (1999),Drama,3.5743,0.0254646568125237
2833,3180,Play it to the Bone (1999),Comedy|Drama,2.4419,0.0061466412995746
2834,3181,Titus (1999),Drama,3.5685,0.0212205473437697
2835,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,3.9086,0.0134640714181159
2836,3183,"Third Miracle, The (1999)",Drama,3.1538,0.0017561832284499
2837,3185,Snow Falling on Cedars (1999),Drama,3.331,0.0305868578955026
2838,3186,"Girl, Interrupted (1999)",Drama,3.5194,0.0677594028976924
2839,3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,3.3889,0.0051222010829789
2840,3189,My Dog Skip (1999),Children|Drama,3.5776,0.0234157763793321
2841,3190,Supernova (2000),Adventure|Sci-Fi|Thriller,2.2429,0.0152202546465658
2842,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,3.625,0.0021952290355623
2843,3194,"Way We Were, The (1973)",Drama|Romance,3.541,0.0177081808868699
2844,3196,Stalag 17 (1953),Drama|War,4.0308,0.0425874432899103
2845,3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,3.0857,0.0152202546465658
2846,3198,Papillon (1973),Crime|Drama,3.9464,0.0654178252597591
2847,3199,Pal Joey (1957),Comedy|Drama|Musical|Romance,3.3667,0.0042441094687539
2848,3200,"Last Detail, The (1973)",Comedy|Drama,3.843,0.0175618322844991
2849,3201,Five Easy Pieces (1970),Drama,4.0026,0.0276598858480861
2850,3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,3.5909,0.0014634860237082
2851,3203,Dead Calm (1989),Thriller,3.5217,0.0436118835065061
2852,3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,3.6837,0.0213668959461405
2853,3205,Black Sunday (La maschera del demonio) (1960),Horror,3.6111,0.002487926240304
2854,3206,Against All Odds (1984),Romance,2.8699,0.0105370993706994
2855,3207,"Snows of Kilimanjaro, The (1952)",Adventure,2.8333,0.0011707888189666
2856,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,2.6627,0.0245865651982987
2857,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.6712,0.1131274696326484
2858,3211,"Cry in the Dark, A (1988)",Drama,3.6,0.0042441094687539
2859,3213,Batman: Mask of the Phantasm (1993),Animation|Children,3.4395,0.0228303819698488
2860,3214,American Flyers (1985),Drama,3.4265,0.0048295038782372
2861,3215,Voyage of the Damned (1976),Drama,3.2222,0.0011707888189666
2862,3216,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller,2.9615,0.0017561832284499
2863,3217,"Star Is Born, A (1937)",Drama,3.48,0.0071710815161704
2864,3218,Poison (1991),Drama,3.1667,0.002487926240304
2865,3219,Pacific Heights (1990),Mystery|Thriller,3.2615,0.0379042880140439
2866,3221,"Draughtsman's Contract, The (1982)",Drama,3.5,0.0043904580711247
2867,3222,Carmen (1984),Drama,3.4545,0.0014634860237082
2868,3223,"Zed & Two Noughts, A (1985)",Drama,3.5,0.0036587150592706
2869,3224,Woman in the Dunes (Suna no onna) (1964),Drama,4.0897,0.0112688423825535
2870,3225,Down to You (2000),Comedy|Romance,2.6892,0.0106834479730702
2871,3230,"Odessa File, The (1974)",Thriller,3.6944,0.0077564759256537
2872,3232,Seven Chances (1925),Comedy,3.85,0.0027806234450456
2873,3235,Where the Buffalo Roam (1980),Comedy,3.1111,0.0064393385043163
2874,3238,Eye of the Beholder (1999),Thriller,2.35,0.0174154836821282
2875,3239,Isn't She Great? (2000),Comedy,2.2826,0.0032196692521581
2876,3240,"Big Tease, The (1999)",Comedy,2.9412,0.0023415776379332
2877,3241,"Cup, The (Phörpa) (1999)",Comedy,3.45,0.0042441094687539
2878,3242,Santitos (1999),Comedy,2.6667,0.0002926972047416
2879,3243,Encino Man (1992),Comedy,2.5253,0.0345382701595149
2880,3244,"Goodbye Girl, The (1977)",Comedy|Romance,3.597,0.0194643641153198
